query-id	corpus-id	score
e0e1bb82aa8906246e0619d180b9b83b<::>5	ibmcld_00531-7-2145	1
e0e1bb82aa8906246e0619d180b9b83b<::>5	ibmcld_16727-418136-420142	1
11f1e6556e37e80c0cc20768c08fc926<::>5	ibmcld_07067-1816-3544	1
11f1e6556e37e80c0cc20768c08fc926<::>5	ibmcld_07067-7-2172	1
11f1e6556e37e80c0cc20768c08fc926<::>5	ibmcld_07067-3177-5259	1
378b9c8fa2b9e8d571160d52f8392ede<::>2	ibmcld_02586-13815-15875	1
378b9c8fa2b9e8d571160d52f8392ede<::>2	ibmcld_02569-7-2263	1
378b9c8fa2b9e8d571160d52f8392ede<::>2	ibmcld_04996-3106-5122	1
378b9c8fa2b9e8d571160d52f8392ede<::>2	ibmcld_11722-6298-8241	1
378b9c8fa2b9e8d571160d52f8392ede<::>2	ibmcld_11722-7825-8801	1
378b9c8fa2b9e8d571160d52f8392ede<::>2	ibmcld_09087-38619-40158	1
378b9c8fa2b9e8d571160d52f8392ede<::>2	ibmcld_04996-7-2041	1
b97a2b7f509c5e21ca6ee401b76896b4<::>4	ibmcld_11544-7-2422	1
b97a2b7f509c5e21ca6ee401b76896b4<::>4	ibmcld_11618-7-2125	1
b97a2b7f509c5e21ca6ee401b76896b4<::>4	ibmcld_11659-7-1974	1
62006c775913c3f998b4537c5252d448<::>5	ibmcld_10886-7-2286	1
62006c775913c3f998b4537c5252d448<::>5	ibmcld_10886-1645-3929	1
62006c775913c3f998b4537c5252d448<::>5	ibmcld_10886-3380-5390	1
a8253832f3266d0223f273cde47b9939<::>2	ibmcld_12623-7-2328	1
a8253832f3266d0223f273cde47b9939<::>2	ibmcld_12559-1521-3753	1
9975dc096810f251082feb42cfacb5d5<::>9	ibmcld_03009-7-1439	1
9975dc096810f251082feb42cfacb5d5<::>9	ibmcld_05190-7-2102	1
9975dc096810f251082feb42cfacb5d5<::>9	ibmcld_05201-7-2102	1
9975dc096810f251082feb42cfacb5d5<::>9	ibmcld_05173-7-1470	1
9975dc096810f251082feb42cfacb5d5<::>9	ibmcld_05174-7-1470	1
502558084fc970ca8c4d81f5bb474f7b<::>3	ibmcld_07357-7-2058	1
502558084fc970ca8c4d81f5bb474f7b<::>3	ibmcld_07365-7-2125	1
6f4948e46e16bf17a090faf7fa1296db<::>8	ibmcld_02064-19360-21288	1
6f4948e46e16bf17a090faf7fa1296db<::>8	ibmcld_07578-1112716-1114706	1
96bdf7a5d06c7c027a5bf205a4f0d945<::>7	ibmcld_09088-3020-5141	1
96bdf7a5d06c7c027a5bf205a4f0d945<::>7	ibmcld_07578-1203660-1205825	1
96bdf7a5d06c7c027a5bf205a4f0d945<::>7	ibmcld_09081-7-2309	1
96bdf7a5d06c7c027a5bf205a4f0d945<::>7	ibmcld_07578-1205339-1207242	1
38d11f48b3b4f613559ba2de1b2b8668<::>2	ibmcld_13285-4698-6700	1
38d11f48b3b4f613559ba2de1b2b8668<::>2	ibmcld_13430-74277-76166	1
845feaacbf245d4d66d5bdc54489f216<::>6	ibmcld_03406-33397-35311	1
845feaacbf245d4d66d5bdc54489f216<::>6	ibmcld_02990-8814-9819	1
845feaacbf245d4d66d5bdc54489f216<::>6	ibmcld_02872-7-1746	1
3ba28d8900b0cd4fb387c8c5f089a619<::>5	ibmcld_03591-4-1939	1
3ba28d8900b0cd4fb387c8c5f089a619<::>5	ibmcld_03590-4-1800	1
6bcefa839b6abb1894cede770cf3841c<::>2	ibmcld_00620-9537-11012	1
6bcefa839b6abb1894cede770cf3841c<::>2	ibmcld_00620-14227-15704	1
5989c7715ee905992c8b1628e409713b<::>3	ibmcld_14537-7-2256	1
5b2fea5eaa74274022c2b5ccba168338<::>3	ibmcld_13164-7-2032	1
5b2fea5eaa74274022c2b5ccba168338<::>3	ibmcld_00427-7-1866	1
aa06ae124e0fe341dcfaebf948a1aaf2<::>4	ibmcld_07578-806120-808288	1
aa06ae124e0fe341dcfaebf948a1aaf2<::>4	ibmcld_16727-805993-808161	1
aa06ae124e0fe341dcfaebf948a1aaf2<::>4	ibmcld_07578-807740-809746	1
aa06ae124e0fe341dcfaebf948a1aaf2<::>4	ibmcld_07289-1587-3853	1
aa06ae124e0fe341dcfaebf948a1aaf2<::>4	ibmcld_16727-807613-809619	1
51c078e737f3ddcc2054383f7f9d054d<::>2	ibmcld_05986-7-2004	1
51c078e737f3ddcc2054383f7f9d054d<::>2	ibmcld_05986-1597-3901	1
aaf50bd9946dd84f5e78ae383aebd089<::>5	ibmcld_00404-5279-6843	1
7b64ec5133758d91fe5beead2f8c8f81<::>1	ibmcld_13673-7-1724	1
7b64ec5133758d91fe5beead2f8c8f81<::>1	ibmcld_13724-17421-19534	1
7b64ec5133758d91fe5beead2f8c8f81<::>1	ibmcld_13673-11358-13288	1
8c64105baa800a3049fbeee4e47cb61e<::>2	ibmcld_07546-7-2085	1
8c64105baa800a3049fbeee4e47cb61e<::>2	ibmcld_07532-7-2311	1
8c64105baa800a3049fbeee4e47cb61e<::>2	ibmcld_07513-0-2216	1
8c64105baa800a3049fbeee4e47cb61e<::>2	ibmcld_00772-7-2043	1
8c64105baa800a3049fbeee4e47cb61e<::>2	ibmcld_09297-9597-11282	1
ad958d9dac850a8776f85d2327a4d3b2<::>2	ibmcld_15261-1802-3804	1
e422b7d0da1418285714f0bf0a9f15c9<::>2	ibmcld_10808-7-1711	1
e422b7d0da1418285714f0bf0a9f15c9<::>2	ibmcld_10808-2692-4465	1
22f4799894f7ceeb7cd83c69c6015692<::>3	ibmcld_07096-7-1899	1
22f4799894f7ceeb7cd83c69c6015692<::>3	ibmcld_07096-1490-3201	1
22f4799894f7ceeb7cd83c69c6015692<::>3	ibmcld_07190-7-1868	1
3d15fe66c806587369466de2beaba6f2<::>8	ibmcld_07945-1868-2983	1
3d15fe66c806587369466de2beaba6f2<::>8	ibmcld_07915-7-2374	1
3d15fe66c806587369466de2beaba6f2<::>8	ibmcld_10889-5289-7666	1
3d15fe66c806587369466de2beaba6f2<::>8	ibmcld_07625-7-2533	1
ac2ef0404f3861d1f464475a1dc89279<::>5	ibmcld_00089-0-1590	1
ac2ef0404f3861d1f464475a1dc89279<::>5	ibmcld_13505-7-2059	1
33b1d49258135e39c24ad3dada20a344<::>8	ibmcld_07287-4-2082	1
caa82c67bf03df6c2c509fd5ca13b4be<::>6	ibmcld_16081-7-2145	1
caa82c67bf03df6c2c509fd5ca13b4be<::>6	ibmcld_01148-1369-3105	1
caa82c67bf03df6c2c509fd5ca13b4be<::>6	ibmcld_03777-7-2018	1
7fb8a98eab338f4d3c6db074709e78f3<::>3	ibmcld_16004-7283-8566	1
7fb8a98eab338f4d3c6db074709e78f3<::>3	ibmcld_16004-1583-3249	1
7fb8a98eab338f4d3c6db074709e78f3<::>3	ibmcld_16004-2814-4819	1
7fb8a98eab338f4d3c6db074709e78f3<::>3	ibmcld_16004-4522-6172	1
2f65d1793bb804e91c4abdab04897128<::>2	ibmcld_13330-7-2313	1
2f65d1793bb804e91c4abdab04897128<::>2	ibmcld_13646-1740-3974	1
70132d7b11d9c45c97e82d6017042333<::>6	ibmcld_04145-7853-9868	1
70132d7b11d9c45c97e82d6017042333<::>6	ibmcld_04107-7548-9466	1
099f8f4fc15710cf0e47ccbc6aa345db<::>5	ibmcld_06030-9823-11347	1
099f8f4fc15710cf0e47ccbc6aa345db<::>5	ibmcld_10463-9523-11066	1
34b3bf5c802cb116991aeab51576d984<::>2	ibmcld_06587-4-1457	1
34b3bf5c802cb116991aeab51576d984<::>2	ibmcld_06588-0-1862	1
34b3bf5c802cb116991aeab51576d984<::>2	ibmcld_06587-1202-2740	1
c5df4eb0d83a9adf60c49bce924946b1<::>9	ibmcld_12465-4-1958	1
c5df4eb0d83a9adf60c49bce924946b1<::>9	ibmcld_12385-7-2295	1
76d98d2dd66bf456ec089bdc953df597<::>6	ibmcld_07578-870539-872312	1
76d98d2dd66bf456ec089bdc953df597<::>6	ibmcld_16727-870416-872189	1
76d98d2dd66bf456ec089bdc953df597<::>6	ibmcld_15034-3931-5816	1
d5a265db8d3c5be296fa0dd270087033<::>2	ibmcld_12600-0-1462	1
d5a265db8d3c5be296fa0dd270087033<::>2	ibmcld_12095-18285-20313	1
d5a265db8d3c5be296fa0dd270087033<::>2	ibmcld_12623-7-2328	1
364e7215e4db5d7786d1c1e559137077<::>8	ibmcld_07578-122722-124676	1
364e7215e4db5d7786d1c1e559137077<::>8	ibmcld_07578-118338-120311	1
364e7215e4db5d7786d1c1e559137077<::>8	ibmcld_16727-118317-120290	1
364e7215e4db5d7786d1c1e559137077<::>8	ibmcld_07578-145208-147192	1
364e7215e4db5d7786d1c1e559137077<::>8	ibmcld_03806-1323-2838	1
364e7215e4db5d7786d1c1e559137077<::>8	ibmcld_16727-145182-147166	1
cdc94637308f906fad88958f239da379<::>2	ibmcld_00519-4108-5919	1
7ebca416d6620df57addad25a27f2ce4<::>2	ibmcld_05442-4851-7144	1
7ebca416d6620df57addad25a27f2ce4<::>2	ibmcld_05269-23135-24741	1
995ef582d294f5ff415f7856ef1cb888<::>2	ibmcld_13309-21961-23812	1
995ef582d294f5ff415f7856ef1cb888<::>2	ibmcld_13301-18909-20746	1
995ef582d294f5ff415f7856ef1cb888<::>2	ibmcld_13301-20255-22249	1
995ef582d294f5ff415f7856ef1cb888<::>2	ibmcld_13430-82005-83949	1
995ef582d294f5ff415f7856ef1cb888<::>2	ibmcld_13309-20717-22365	1
97aece816016b6fbd6a25c04805a7f5f<::>1	ibmcld_05380-2779-4533	1
97aece816016b6fbd6a25c04805a7f5f<::>1	ibmcld_05380-7-1924	1
97aece816016b6fbd6a25c04805a7f5f<::>1	ibmcld_05380-4183-5848	1
97aece816016b6fbd6a25c04805a7f5f<::>1	ibmcld_05278-198790-200400	1
97aece816016b6fbd6a25c04805a7f5f<::>1	ibmcld_05278-164825-166558	1
c359d515f4e49833a10623e0287ec224<::>1	ibmcld_05125-7-1702	1
c359d515f4e49833a10623e0287ec224<::>1	ibmcld_05125-2385-3946	1
c359d515f4e49833a10623e0287ec224<::>1	ibmcld_04768-1379-3327	1
6d851f72ecd1562baa1736dc61663ecd<::>7	ibmcld_14886-7-2264	1
6d851f72ecd1562baa1736dc61663ecd<::>7	ibmcld_14886-3446-5485	1
6d851f72ecd1562baa1736dc61663ecd<::>7	ibmcld_15054-7-2006	1
6d851f72ecd1562baa1736dc61663ecd<::>7	ibmcld_15055-7-1909	1
f5b5b43a9e9534844cc2580c9fafc1d9<::>9	ibmcld_15916-5880-7712	1
f5b5b43a9e9534844cc2580c9fafc1d9<::>9	ibmcld_16727-873070-875038	1
f5b5b43a9e9534844cc2580c9fafc1d9<::>9	ibmcld_07578-873193-875161	1
efd7ad3060f67b92cd2246a3129fd494<::>6	ibmcld_09251-0-1711	1
efd7ad3060f67b92cd2246a3129fd494<::>6	ibmcld_09252-7-1984	1
efd7ad3060f67b92cd2246a3129fd494<::>6	ibmcld_15581-7-2105	1
dc8b8152a20577b5e1b2d2e470fce330<::>4	ibmcld_02062-2962-4859	1
dc8b8152a20577b5e1b2d2e470fce330<::>4	ibmcld_02062-1537-3391	1
d99477ecf6d1d33e72be6d84813811e3<::>1	ibmcld_11594-12650-14517	1
d99477ecf6d1d33e72be6d84813811e3<::>1	ibmcld_11594-11340-13004	1
0902b1f15c1a1f41ee68c52d0371ed6c<::>3	ibmcld_16257-1484-3435	1
0902b1f15c1a1f41ee68c52d0371ed6c<::>3	ibmcld_16257-2972-4789	1
2d820dd99cf5cb2c50adc361fc587fe6<::>2	ibmcld_14711-7-1330	1
00a652e351868daea71839c18d483444<::>2	ibmcld_09981-1533-3542	1
00a652e351868daea71839c18d483444<::>2	ibmcld_09981-3102-5258	1
2608fe07336c4ce4f6a91a5b3ba6ced9<::>2	ibmcld_00696-7-2219	1
2608fe07336c4ce4f6a91a5b3ba6ced9<::>2	ibmcld_06837-8087-9421	1
1d2d011c46ec48ee975fef41bee26311<::>5	ibmcld_02998-8791-9815	1
1d2d011c46ec48ee975fef41bee26311<::>5	ibmcld_02998-7662-9256	1
1d2d011c46ec48ee975fef41bee26311<::>5	ibmcld_03329-8550-10308	1
b605b0943842aabc98491e74cbe05a8a<::>4	ibmcld_14269-0-2018	1
b605b0943842aabc98491e74cbe05a8a<::>4	ibmcld_14270-0-2244	1
b605b0943842aabc98491e74cbe05a8a<::>4	ibmcld_13182-14952-16247	1
86a39a57b8c58d76524f979bb7da7d02<::>2	ibmcld_11142-7-1829	1
86a39a57b8c58d76524f979bb7da7d02<::>2	ibmcld_03776-5228-7163	1
5bda1629d209194d02bd50b0a7926720<::>5	ibmcld_07565-7-1891	1
5bda1629d209194d02bd50b0a7926720<::>5	ibmcld_07550-7-2346	1
5bda1629d209194d02bd50b0a7926720<::>5	ibmcld_07560-7-2171	1
e1713cea8258568a80688606b48e5675<::>7	ibmcld_03403-1720-3144	1
e1713cea8258568a80688606b48e5675<::>7	ibmcld_03334-4-1943	1
e1713cea8258568a80688606b48e5675<::>7	ibmcld_03405-4-2057	1
e1713cea8258568a80688606b48e5675<::>7	ibmcld_03334-1458-3293	1
e1713cea8258568a80688606b48e5675<::>7	ibmcld_03145-1287-2166	1
d368783a56868b6cc7ba373b4ae969a2<::>9	ibmcld_13498-115831-117736	1
15b1e8b1a704b37d9554341f6e93d413<::>5	ibmcld_06942-1612-3863	1
15b1e8b1a704b37d9554341f6e93d413<::>5	ibmcld_07160-2017-4046	1
047c2ad6e23f3bd9a32125df684dd35e<::>4	ibmcld_02426-6720-8818	1
047c2ad6e23f3bd9a32125df684dd35e<::>4	ibmcld_02426-8388-10099	1
047c2ad6e23f3bd9a32125df684dd35e<::>4	ibmcld_09336-6711-8758	1
047c2ad6e23f3bd9a32125df684dd35e<::>4	ibmcld_02426-5026-7158	1
047c2ad6e23f3bd9a32125df684dd35e<::>4	ibmcld_02426-3294-5485	1
047c2ad6e23f3bd9a32125df684dd35e<::>4	ibmcld_09336-3279-5476	1
047c2ad6e23f3bd9a32125df684dd35e<::>4	ibmcld_09336-1654-3741	1
047c2ad6e23f3bd9a32125df684dd35e<::>4	ibmcld_02426-1669-3755	1
047c2ad6e23f3bd9a32125df684dd35e<::>4	ibmcld_09336-5017-7149	1
54e0d90032ad6d44122ba4c31cb1c375<::>2	ibmcld_12268-1612-3444	1
54e0d90032ad6d44122ba4c31cb1c375<::>2	ibmcld_04085-7-1799	1
54e0d90032ad6d44122ba4c31cb1c375<::>2	ibmcld_05777-7-1924	1
1488530b6adeabeb156d254bb0d1823a<::>5	ibmcld_07638-0-2400	1
34e13a1a5db044c0c8b801dcbd0911ac<::>5	ibmcld_11342-3625-5579	1
34e13a1a5db044c0c8b801dcbd0911ac<::>5	ibmcld_11342-9512-10834	1
34e13a1a5db044c0c8b801dcbd0911ac<::>5	ibmcld_11421-7-1608	1
34e13a1a5db044c0c8b801dcbd0911ac<::>5	ibmcld_11421-2398-3695	1
34e13a1a5db044c0c8b801dcbd0911ac<::>5	ibmcld_11342-8090-9883	1
723c8555cc0f8f94960ae7dca81a4b48<::>8	ibmcld_01238-0-1782	1
723c8555cc0f8f94960ae7dca81a4b48<::>8	ibmcld_01211-4973-6841	1
723c8555cc0f8f94960ae7dca81a4b48<::>8	ibmcld_00207-9111-11141	1
723c8555cc0f8f94960ae7dca81a4b48<::>8	ibmcld_14062-2934-5022	1
83067f7ca3c4471dceee7114cb03dcb6<::>3	ibmcld_05362-7559-9272	1
83067f7ca3c4471dceee7114cb03dcb6<::>3	ibmcld_04654-1372-3146	1
83067f7ca3c4471dceee7114cb03dcb6<::>3	ibmcld_06667-7933-9624	1
83067f7ca3c4471dceee7114cb03dcb6<::>3	ibmcld_06726-7928-9452	1
5f51aeba2faf9b75d89d66c417a43540<::>3	ibmcld_02914-5621-7418	1
5f51aeba2faf9b75d89d66c417a43540<::>3	ibmcld_03233-2960-4877	1
5f51aeba2faf9b75d89d66c417a43540<::>3	ibmcld_02914-4552-6143	1
829ec96a6099f5dd63f96ea6e639d921<::>4	ibmcld_01705-2818-4572	1
078eb245ab543c25a1127cdc76e3e350<::>4	ibmcld_13673-7-1724	1
078eb245ab543c25a1127cdc76e3e350<::>4	ibmcld_13754-2996-4704	1
078eb245ab543c25a1127cdc76e3e350<::>4	ibmcld_07578-61136-62851	1
078eb245ab543c25a1127cdc76e3e350<::>4	ibmcld_13754-5529-7702	1
078eb245ab543c25a1127cdc76e3e350<::>4	ibmcld_13754-4260-6239	1
3a0ca1588140a5abfabb6cde657788f1<::>3	ibmcld_01392-0-938	1
3447764eb20d196afb6101ceca54c9ca<::>3	ibmcld_13252-7-2191	1
3447764eb20d196afb6101ceca54c9ca<::>3	ibmcld_10827-7-1534	1
3447764eb20d196afb6101ceca54c9ca<::>3	ibmcld_13619-0-1650	1
3447764eb20d196afb6101ceca54c9ca<::>3	ibmcld_13623-7-2034	1
3447764eb20d196afb6101ceca54c9ca<::>3	ibmcld_10828-7-1550	1
3447764eb20d196afb6101ceca54c9ca<::>3	ibmcld_13248-0-1549	1
59400aeaa3a18f2077a5d7f64429ccc0<::>5	ibmcld_13785-7731-9648	1
59400aeaa3a18f2077a5d7f64429ccc0<::>5	ibmcld_07578-59953-61627	1
59400aeaa3a18f2077a5d7f64429ccc0<::>5	ibmcld_16727-59938-61612	1
f7e9bcf0e500e434de1c834408351a43<::>2	ibmcld_06231-21617-23573	1
f7e9bcf0e500e434de1c834408351a43<::>2	ibmcld_12664-7-2106	1
f7e9bcf0e500e434de1c834408351a43<::>2	ibmcld_12684-7-1993	1
f7e9bcf0e500e434de1c834408351a43<::>2	ibmcld_12684-1580-3205	1
1648261b77139eed52143c5139374677<::>1	ibmcld_14705-7-1913	1
1648261b77139eed52143c5139374677<::>1	ibmcld_14707-7-2016	1
1648261b77139eed52143c5139374677<::>1	ibmcld_03196-39055-41022	1
4415d96c50e2366ed95d3b5a5b1da689<::>2	ibmcld_13285-4698-6700	1
4415d96c50e2366ed95d3b5a5b1da689<::>2	ibmcld_13266-5294-6942	1
4415d96c50e2366ed95d3b5a5b1da689<::>2	ibmcld_13629-6251-7976	1
4415d96c50e2366ed95d3b5a5b1da689<::>2	ibmcld_13724-59163-60760	1
938091834acea007bcc657be70d4e6c1<::>4	ibmcld_04105-3403-5572	1
938091834acea007bcc657be70d4e6c1<::>4	ibmcld_04105-5067-6335	1
f7a45e7c9f600609afea72e1a336575f<::>3	ibmcld_03043-7-2031	1
f7a45e7c9f600609afea72e1a336575f<::>3	ibmcld_03373-2953-4766	1
f7a45e7c9f600609afea72e1a336575f<::>3	ibmcld_03373-4327-6061	1
f7a45e7c9f600609afea72e1a336575f<::>3	ibmcld_03043-1537-3553	1
4ead9b33e49bcf239faffb701eff5b04<::>5	ibmcld_11123-0-2130	1
4ead9b33e49bcf239faffb701eff5b04<::>5	ibmcld_09154-5134-6912	1
4ead9b33e49bcf239faffb701eff5b04<::>5	ibmcld_09175-7-1618	1
4ead9b33e49bcf239faffb701eff5b04<::>5	ibmcld_12727-0-1580	1
4ead9b33e49bcf239faffb701eff5b04<::>5	ibmcld_01261-7-1890	1
