query-id	corpus-id	score
e2ed9221b777498bf286c7e3740a948d<::>1	139368-0-860	1
13a2bc59f42540a7575f558a0c046dca<::>3	469652-0-905	1
13a2bc59f42540a7575f558a0c046dca<::>3	320787-0-973	1
13a2bc59f42540a7575f558a0c046dca<::>3	91179-0-761	1
acecf297d7cd80c76d37abe0862187d6<::>2	11998-1872-2766	1
567e7eb540d7dd641500aef4a826749c<::>5	557603-1543-3224	1
567e7eb540d7dd641500aef4a826749c<::>5	156832-0-2148	1
567e7eb540d7dd641500aef4a826749c<::>5	549870-0-500	1
d703368754658a3eae990f5407a7c938<::>7	167702-0-914	1
d703368754658a3eae990f5407a7c938<::>7	472936-0-896	1
d703368754658a3eae990f5407a7c938<::>7	338724-0-516	1
d703368754658a3eae990f5407a7c938<::>7	462532-0-1076	1
e4625702b96980f889f1237169ddee9c<::>6	389179-0-2177	1
af8173b7852bddbc5d737241bf53ff46<::>2	524142-0-1087	1
8d962dabef135d1d95aea85f33dddb12<::>8	565568-0-1985	1
9e330add44f83096b9f48d5607728f88<::>4	309077-0-436	1
9e330add44f83096b9f48d5607728f88<::>4	357200-0-885	1
05d3b75b3e5aee69319bb3937423ab22<::>3	396853-0-988	1
05d3b75b3e5aee69319bb3937423ab22<::>3	106424-0-558	1
29c5a1b42ceb67eea9723c01c293d4e7<::>2	329596-0-1118	1
99447a3a2d8105c093e20d87f7c92605<::>9	11998-0-2357	1
99447a3a2d8105c093e20d87f7c92605<::>9	176750-0-356	1
99447a3a2d8105c093e20d87f7c92605<::>9	569645-0-870	1
eb15222ad81d0e43c9bfff0fd22d72fa<::>5	318347-0-572	1
eb15222ad81d0e43c9bfff0fd22d72fa<::>5	370976-0-1146	1
3aa50a4cc0e21f26a383894f01ee52d1<::>3	303411-0-698	1
3aa50a4cc0e21f26a383894f01ee52d1<::>3	191473-0-521	1
3aa50a4cc0e21f26a383894f01ee52d1<::>3	192332-0-1777	1
8eaec9020a315fa21363db6109498c05<::>1	114417-0-726	1
8eaec9020a315fa21363db6109498c05<::>1	91545-0-1196	1
8eaec9020a315fa21363db6109498c05<::>1	402249-0-888	1
8eaec9020a315fa21363db6109498c05<::>1	227562-0-1232	1
14e779bfbf35fda32db96ba7152b3f4b<::>2	400730-0-329	1
14e779bfbf35fda32db96ba7152b3f4b<::>2	23217-0-867	1
14e779bfbf35fda32db96ba7152b3f4b<::>2	132111-0-1046	1
2bf732c8810566e5a30510665caa0e21<::>4	134011-0-907	1
2bf732c8810566e5a30510665caa0e21<::>4	78626-0-545	1
025b5409ea6970da3e4ba09c5aa58f4e<::>3	427842-0-962	1
54d9a88c3a7eb603264e33c90d6a3865<::>2	559612-0-1367	1
54d9a88c3a7eb603264e33c90d6a3865<::>2	399760-0-1422	1
83e8c01f12103330e650ba4fa4d85d03<::>4	311884-0-1929	1
83e8c01f12103330e650ba4fa4d85d03<::>4	92442-1417-2765	1
83e8c01f12103330e650ba4fa4d85d03<::>4	221050-0-799	1
83e8c01f12103330e650ba4fa4d85d03<::>4	505617-0-533	1
2bd74654a8b98df3df815af4497c59b6<::>3	166826-1369-3597	1
2bd74654a8b98df3df815af4497c59b6<::>3	166826-0-1940	1
2bd74654a8b98df3df815af4497c59b6<::>3	295384-1584-2440	1
48135dd397e9cbf47befd085914ab447<::>3	519845-0-652	1
48135dd397e9cbf47befd085914ab447<::>3	99797-0-557	1
48135dd397e9cbf47befd085914ab447<::>3	146573-0-347	1
48135dd397e9cbf47befd085914ab447<::>3	482590-0-714	1
1d52b9cb1dc1815cb0660b285175ea46<::>2	302691-0-1545	1
1d52b9cb1dc1815cb0660b285175ea46<::>2	422911-0-760	1
1d52b9cb1dc1815cb0660b285175ea46<::>2	28346-0-1583	1
6649359b2e912584c79160f6206d3a7c<::>2	327009-0-446	1
6649359b2e912584c79160f6206d3a7c<::>2	579882-0-567	1
464ef8cb927e21f86d3a1677876c0126<::>9	59723-0-1000	1
464ef8cb927e21f86d3a1677876c0126<::>9	248368-0-371	1
8515a4bc3b8e2f48fdbbedb06bd86941<::>6	122768-0-288	1
8515a4bc3b8e2f48fdbbedb06bd86941<::>6	141511-0-1085	1
8515a4bc3b8e2f48fdbbedb06bd86941<::>6	45090-1759-2733	1
8515a4bc3b8e2f48fdbbedb06bd86941<::>6	303621-0-308	1
8515a4bc3b8e2f48fdbbedb06bd86941<::>6	57707-0-1924	1
8515a4bc3b8e2f48fdbbedb06bd86941<::>6	526555-0-1713	1
203ce3a4e0ecbb1c4408721162c47f08<::>6	383921-0-903	1
203ce3a4e0ecbb1c4408721162c47f08<::>6	485898-0-2214	1
203ce3a4e0ecbb1c4408721162c47f08<::>6	87324-0-584	1
203ce3a4e0ecbb1c4408721162c47f08<::>6	138849-0-1027	1
203ce3a4e0ecbb1c4408721162c47f08<::>6	92397-0-508	1
69330b021d394d467bd84bea8322ba74<::>8	300081-0-618	1
cdd46889607ebf33385ac97b7d999718<::>2	57716-0-692	1
cdd46889607ebf33385ac97b7d999718<::>2	571539-0-571	1
cdd46889607ebf33385ac97b7d999718<::>2	386906-0-1075	1
cdd46889607ebf33385ac97b7d999718<::>2	304081-0-561	1
cdd46889607ebf33385ac97b7d999718<::>2	368698-1617-3463	1
cdd46889607ebf33385ac97b7d999718<::>2	76107-0-1347	1
4adaa7ea7b48013f7ae37f310989507c<::>6	122203-0-383	1
a428ccbd537c8a331b1d5f90c67318d2<::>4	138383-0-2278	1
a428ccbd537c8a331b1d5f90c67318d2<::>4	271997-0-339	1
a428ccbd537c8a331b1d5f90c67318d2<::>4	574383-0-403	1
a428ccbd537c8a331b1d5f90c67318d2<::>4	216581-0-360	1
a428ccbd537c8a331b1d5f90c67318d2<::>4	334919-0-559	1
a428ccbd537c8a331b1d5f90c67318d2<::>4	341544-0-451	1
a428ccbd537c8a331b1d5f90c67318d2<::>4	298350-0-1539	1
a428ccbd537c8a331b1d5f90c67318d2<::>4	437875-0-361	1
df25377483902fd8b2c105b4a63626df<::>6	156181-0-1410	1
df25377483902fd8b2c105b4a63626df<::>6	561636-0-1908	1
08af6606eb6a6231e9ba9ec22020f900<::>3	349838-0-564	1
08af6606eb6a6231e9ba9ec22020f900<::>3	248677-0-381	1
08af6606eb6a6231e9ba9ec22020f900<::>3	261804-0-416	1
08af6606eb6a6231e9ba9ec22020f900<::>3	228521-0-540	1
08d6637b922171f4da2d39dfecdb1b7b<::>6	532839-0-712	1
