query-id	corpus-id	score
bb426f8ffccdd088ea2b00a6e4228000<::>7	249e7a5c3c26aa7e-9572-11564	1
bb426f8ffccdd088ea2b00a6e4228000<::>7	792d6c04fa5e52e8-9338-11559	1
bb426f8ffccdd088ea2b00a6e4228000<::>7	5eb31267c4b421d7-40583-42185	1
bb426f8ffccdd088ea2b00a6e4228000<::>7	792d6c04fa5e52e8-17343-19355	1
7045ae330ada6b11e3a9ab3eeeba2f6c<::>5	8a739e4772bfc528-7786-9957	1
7045ae330ada6b11e3a9ab3eeeba2f6c<::>5	8a739e4772bfc528-6145-8228	1
ca8d50234355b3927ba731817f9fce4e<::>2	37a833f0b34a3508-3482-5591	1
ca8d50234355b3927ba731817f9fce4e<::>2	f90fb08977ad36e0-1487-3519	1
5c0d4825ccf7d9d034da67d73b1c5f94<::>8	e6ea24fa9e962807-7283-9385	1
663b9ee6dfe12314cc437c28947ed8a3<::>2	b65e4bd0a49802bc-3328-5340	1
663b9ee6dfe12314cc437c28947ed8a3<::>2	83cfa0c028a891d0-3187-5371	1
11e00b51c76bb955c42bae22ba991a80<::>3	bee07c0637d4ea68-2-1950	1
11e00b51c76bb955c42bae22ba991a80<::>3	bee07c0637d4ea68-1532-3236	1
4e6b921cc5344219050b61180365bcb2<::>7	302f84439d8c0ea3-5990-8169	1
4e6b921cc5344219050b61180365bcb2<::>7	a1a97cabb9d1b421-17001-19404	1
4e6b921cc5344219050b61180365bcb2<::>7	2f7be9a99b63fda4-16707-19365	1
b5133133d1c8b9e39f435cbbf7c9ee9d<::>7	246a18ca8dbc9484-2909-4945	1
b5133133d1c8b9e39f435cbbf7c9ee9d<::>7	22431c973a161494-1040-2823	1
b5133133d1c8b9e39f435cbbf7c9ee9d<::>7	22431c973a161494-3-1471	1
b5133133d1c8b9e39f435cbbf7c9ee9d<::>7	246a18ca8dbc9484-4505-6594	1
c407588feb9e40dc4cc133eb5ba75532<::>3	0586d13b18fc1aa0-0-2367	1
a37f8361dd2b05ce954c8251e1e25404<::>4	ab062fbcf24cdc86-2364-4159	1
a37f8361dd2b05ce954c8251e1e25404<::>4	ab062fbcf24cdc86-1434-2818	1
b265816ea9eb4dd2eea84c3dda5010f5<::>6	89c8998bbb932fff-0-2046	1
b265816ea9eb4dd2eea84c3dda5010f5<::>6	c3c10af52eadf3ed-2-2087	1
b265816ea9eb4dd2eea84c3dda5010f5<::>6	1e49c00452771d48-0-1709	1
967ed6bb1b44e1985f94e54d88d2d1dd<::>8	79594f3dadc4e72c-1435-2562	1
967ed6bb1b44e1985f94e54d88d2d1dd<::>8	79594f3dadc4e72c-2-1967	1
d895d060311da70257ca69da4d8b6f4d<::>6	278ce8cf93b39363-2-1851	1
d895d060311da70257ca69da4d8b6f4d<::>6	278ce8cf93b39363-1467-3371	1
4b9f4a42c0ea81aed682d1be6d74a0ee<::>3	72c7fac84f54ad1e-2-1991	1
4b9f4a42c0ea81aed682d1be6d74a0ee<::>3	72c7fac84f54ad1e-1474-3321	1
34d3cde930baaf8a80a37bede060c827<::>2	0f39be0cd65b706d-2-2010	1
34d3cde930baaf8a80a37bede060c827<::>2	0f39be0cd65b706d-1490-3547	1
f6073459b2d0d438c89ca8f879370f79<::>7	424487f500a8dde7-1456-3042	1
f6073459b2d0d438c89ca8f879370f79<::>7	f6f796c41efcd743-2-2030	1
f6073459b2d0d438c89ca8f879370f79<::>7	f6f796c41efcd743-6392-8062	1
e761edfc190a5e53970c40f188b46f19<::>7	c8db6e06ff46669e-50302-52227	1
e761edfc190a5e53970c40f188b46f19<::>7	06dcac21ce5f8eb1-0-2278	1
e761edfc190a5e53970c40f188b46f19<::>7	7d4d64e7f6aff125-3194-5132	1
e761edfc190a5e53970c40f188b46f19<::>7	c8db6e06ff46669e-48670-50814	1
e761edfc190a5e53970c40f188b46f19<::>7	7d4d64e7f6aff125-1590-3637	1
084933302758e4eddda7888502b66c52<::>7	3a4836de992cc6e9-30944-33124	1
f00a78969fa899dcc9d0ec0356f3053e<::>6	3f2a8b084e26c5d3-2-1870	1
f00a78969fa899dcc9d0ec0356f3053e<::>6	7fa336e18f856eed-2478-4046	1
f00a78969fa899dcc9d0ec0356f3053e<::>6	7fa336e18f856eed-3594-5463	1
d45ecc2381f2d29f517f9edb69048db7<::>1	606c64872ec1e572-8649-10739	1
d45ecc2381f2d29f517f9edb69048db7<::>1	606c64872ec1e572-5430-7500	1
2732ccdebb3ba8f346d4b52c0f45226b<::>4	746a0d3e0ba9a7a8-1563-3499	1
2732ccdebb3ba8f346d4b52c0f45226b<::>4	746a0d3e0ba9a7a8-56404-58757	1
c642ef235393cf258d1cc35861d91294<::>1	7391e1c940145e95-2672-4803	1
c642ef235393cf258d1cc35861d91294<::>1	7391e1c940145e95-1432-3240	1
b4f5bfa81cab8d4bc169f63789318f67<::>6	36b7136502b2dd4e-2-1959	1
b4f5bfa81cab8d4bc169f63789318f67<::>6	36b7136502b2dd4e-1511-3485	1
b4f5bfa81cab8d4bc169f63789318f67<::>6	9c5c4370a07f2806-27108-29075	1
3f01b86177e027bb469bfde135477172<::>7	0bb11acba126e727-2-1940	1
3f01b86177e027bb469bfde135477172<::>7	0bb11acba126e727-964-3086	1
3f01b86177e027bb469bfde135477172<::>7	0c5ce826b887d0c7-1555-3258	1
907d09ceae4471f579fd3307bd1c83cc<::>7	a8625c39f6c6eb39-1687-3928	1
8c6e9354f2889bb0dc8c2f20a55a31f4<::>2	fe8c82cdf4a51f27-3063-5393	1
8c6e9354f2889bb0dc8c2f20a55a31f4<::>2	fe8c82cdf4a51f27-13646-15675	1
8c6e9354f2889bb0dc8c2f20a55a31f4<::>2	fe8c82cdf4a51f27-4768-6684	1
b41da0040de159563ff1f4b8ed989902<::>5	35690afe74930de6-2-1866	1
b41da0040de159563ff1f4b8ed989902<::>5	35690afe74930de6-1447-3415	1
c0acb1f96304e5f0cabc9ddfb3738dfd<::>3	ab74a715d9fba71a-2-1739	1
c0acb1f96304e5f0cabc9ddfb3738dfd<::>3	ab74a715d9fba71a-3161-5778	1
c0acb1f96304e5f0cabc9ddfb3738dfd<::>3	61191aed23680a7b-0-1836	1
e097d6d1091d8271cb5d22014870531e<::>6	1df7a27bc9f08f02-5820-7462	1
166230331ec972c6408c6639eef6a5fa<::>8	d690c65ebd7f17a8-33212-35209	1
166230331ec972c6408c6639eef6a5fa<::>8	d690c65ebd7f17a8-31604-33661	1
c5fb0bbd12e32a877366570e969be5a2<::>5	fe39c2f2a67f403c-14732-16837	1
c5fb0bbd12e32a877366570e969be5a2<::>5	3506956caed7b9db-1383-3442	1
c5fb0bbd12e32a877366570e969be5a2<::>5	aea41e333c45bef5-2858-4009	1
c5fb0bbd12e32a877366570e969be5a2<::>5	fe39c2f2a67f403c-35076-37358	1
1fa0224ffadd975762e35670512f3a41<::>4	86e83dcdf482424a-2-2243	1
1fa0224ffadd975762e35670512f3a41<::>4	8bb77f30210c5f4b-614-2843	1
1fa0224ffadd975762e35670512f3a41<::>4	8bb77f30210c5f4b-277-2698	1
d0051e8888890a496a5e226ff11a2e1b<::>4	56df24d8b0785408-2-2170	1
d0051e8888890a496a5e226ff11a2e1b<::>4	56df24d8b0785408-1364-3314	1
d0051e8888890a496a5e226ff11a2e1b<::>4	82993b35f5c38afe-38412-40613	1
d0051e8888890a496a5e226ff11a2e1b<::>4	82993b35f5c38afe-36768-38906	1
56f80b2f7d039875b51cec86e86fb7a0<::>7	97819f62800639ce-4926-7123	1
56f80b2f7d039875b51cec86e86fb7a0<::>7	97819f62800639ce-3299-5414	1
56f80b2f7d039875b51cec86e86fb7a0<::>7	24e841a5e7b9e973-9100-11311	1
3feea5e059a27e22383f34c6d06b1473<::>4	88aca7ee734372ad-0-1462	1
43ad1b7dbc97803167d4b175547c3c72<::>10	a9d3fa4bec4b118e-2547-4496	1
43ad1b7dbc97803167d4b175547c3c72<::>10	8680ab8b69fc76f1-2518-4262	1
43ad1b7dbc97803167d4b175547c3c72<::>10	321cdf3243a63c2f-2791-4865	1
0a3cc7fc7334fc355d95ec393baa0a49<::>9	a8e42f12425e7f04-2763-4727	1
0a3cc7fc7334fc355d95ec393baa0a49<::>9	a8e42f12425e7f04-1411-3474	1
0a3cc7fc7334fc355d95ec393baa0a49<::>9	101d281a2d161497-2-1982	1
0a3cc7fc7334fc355d95ec393baa0a49<::>9	91bbbe6828db00c4-2992-5217	1
0a3cc7fc7334fc355d95ec393baa0a49<::>9	a034282d28370877-2-1965	1
e34b083a9b5c1f66eefd69b94c5bc139<::>7	c07aea8f144725e4-18944-21220	1
701e4eda9cde92d8b1e2079ff13bd972<::>2	847e7532a04e29ea-2-2030	1
701e4eda9cde92d8b1e2079ff13bd972<::>2	137bcc1fc50c7c4c-1556-3792	1
701e4eda9cde92d8b1e2079ff13bd972<::>2	5be0d2487134ce29-1428-3801	1
701e4eda9cde92d8b1e2079ff13bd972<::>2	137bcc1fc50c7c4c-2-2083	1
0bac08b5f8ceadb48c12fafb612bece1<::>2	482ac3127c124832-4494-6656	1
0bac08b5f8ceadb48c12fafb612bece1<::>2	482ac3127c124832-2994-5032	1
0bac08b5f8ceadb48c12fafb612bece1<::>2	482ac3127c124832-1390-3415	1
2bbfa7f2ef39a254b67888bb8f64a8d5<::>2	50c0442fa67554d3-1554-3436	1
2bbfa7f2ef39a254b67888bb8f64a8d5<::>2	50c0442fa67554d3-0-2073	1
2bbfa7f2ef39a254b67888bb8f64a8d5<::>2	7d2f417f7a379b84-5-1958	1
b1ea3083f2b2de18c9f3c377622fe118<::>4	7ec5ea00488b8e26-7342-9538	1
b1ea3083f2b2de18c9f3c377622fe118<::>4	194aa4186ce34b59-1463-3376	1
b1ea3083f2b2de18c9f3c377622fe118<::>4	996844e4b20e6000-2-1706	1
b1ea3083f2b2de18c9f3c377622fe118<::>4	996844e4b20e6000-1292-2971	1
855a3cc53396d4299820968d227be94a<::>2	2c0c116db45efe6d-1393-3135	1
855a3cc53396d4299820968d227be94a<::>2	f2d49d5292b708f4-0-2303	1
e5b035941dec228c381f81992c3d6545<::>3	1f8b57cf4453724b-2-1879	1
e5b035941dec228c381f81992c3d6545<::>3	0f2da09e39a14ad4-0-2797	1
e5b035941dec228c381f81992c3d6545<::>3	603acb6e68532962-0-2235	1
0f356e5f8eb026533a3903d7b8895d74<::>2	652c9b8d2f363d58-4762-7209	1
0f356e5f8eb026533a3903d7b8895d74<::>2	d3feb09e0ecafbac-1751-3461	1
19cd4e7e46c79939a6259965be9c044a<::>3	41168a49b304126a-9796-12013	1
19cd4e7e46c79939a6259965be9c044a<::>3	41168a49b304126a-7904-10278	1
19cd4e7e46c79939a6259965be9c044a<::>3	41168a49b304126a-6355-8487	1
ca67e19355974e88ffcaea3b580ae480<::>5	c63b038e88a17934-8587-10816	1
ca67e19355974e88ffcaea3b580ae480<::>5	c63b038e88a17934-6918-9026	1
79d0070a80fc9be0dc24906859f40c0e<::>6	7bdde1171b3b2fcf-1708-3779	1
79d0070a80fc9be0dc24906859f40c0e<::>6	7bdde1171b3b2fcf-5-2115	1
0f2498bd3f7de39c576ef2498d70a348<::>5	a38987d211c62a61-2-2173	1
0f2498bd3f7de39c576ef2498d70a348<::>5	a38987d211c62a61-1615-3491	1
cea92f9a1f7ae84dfb7341a271441153<::>6	35b1d4a5ce1b0313-2-1897	1
cea92f9a1f7ae84dfb7341a271441153<::>6	2806a7d8f0775d28-14422-16441	1
cea92f9a1f7ae84dfb7341a271441153<::>6	2806a7d8f0775d28-13513-14968	1
70756e104a04f131739b86c2eb0a70e6<::>6	2ec3def5abce1bd5-2-2124	1
70756e104a04f131739b86c2eb0a70e6<::>6	194aa4186ce34b59-2-1810	1
1c08aa378733def5dd9e325f6714d526<::>8	6f5daa4c0a667c15-9224-11356	1
1c08aa378733def5dd9e325f6714d526<::>8	a9f98ebeeb44016b-2964-4953	1
1c08aa378733def5dd9e325f6714d526<::>8	a9f98ebeeb44016b-4430-5443	1
529dd3bb73a1bc2f42c1802679298bf5<::>5	ea3398dfb43611f6-1326-3037	1
529dd3bb73a1bc2f42c1802679298bf5<::>5	ea3398dfb43611f6-5677-7711	1
529dd3bb73a1bc2f42c1802679298bf5<::>5	ea3398dfb43611f6-8669-10553	1
529dd3bb73a1bc2f42c1802679298bf5<::>5	ea3398dfb43611f6-4165-6167	1
c3c074e27d127666d0cd699583a10f7e<::>2	ee155d8d884ce003-5-2392	1
c3c074e27d127666d0cd699583a10f7e<::>2	7d2f417f7a379b84-5-1958	1
c3c074e27d127666d0cd699583a10f7e<::>2	50c0442fa67554d3-1554-3436	1
c3c074e27d127666d0cd699583a10f7e<::>2	0c89eb6ce158b539-4856-7047	1
ac810a196fefae5401931f233b3423da<::>6	0f3d10ea17cdaaa7-2746-4839	1
ac810a196fefae5401931f233b3423da<::>6	8d4c4d57e011027c-3255-5231	1
ac810a196fefae5401931f233b3423da<::>6	7e4251fc01e38b5d-42802-44736	1
ac810a196fefae5401931f233b3423da<::>6	8d4c4d57e011027c-1535-3690	1
ac810a196fefae5401931f233b3423da<::>6	0f3d10ea17cdaaa7-1485-3257	1
ebfa43935638bda89afb66bfa03c0594<::>2	902597c38243f958-1536-3462	1
ebfa43935638bda89afb66bfa03c0594<::>2	7e4251fc01e38b5d-49753-51642	1
ebfa43935638bda89afb66bfa03c0594<::>2	7e4251fc01e38b5d-51303-53129	1
acc73dd5b0d8b8dfdef1fe111b6758d3<::>6	46ae24d26b65f871-2-1966	1
acc73dd5b0d8b8dfdef1fe111b6758d3<::>6	46ae24d26b65f871-1530-3465	1
acc73dd5b0d8b8dfdef1fe111b6758d3<::>6	cf68a98a112f79ca-2-1844	1
acc73dd5b0d8b8dfdef1fe111b6758d3<::>6	c7568d2b219b5702-18501-20625	1
acc73dd5b0d8b8dfdef1fe111b6758d3<::>6	c7568d2b219b5702-3041-5098	1
bb2691f6d0c8596164da4c1f2111c5e4<::>3	bd5445dea1a88ea6-3027-5245	1
bb2691f6d0c8596164da4c1f2111c5e4<::>3	bfd86a85d9659ae9-1690-3829	1
e3355b7cc9ee1ec4c9d3ff137cf8ddb6<::>3	2a85c1d43a7821e6-3092-5094	1
e3355b7cc9ee1ec4c9d3ff137cf8ddb6<::>3	2a85c1d43a7821e6-4642-6738	1
c60bfdff302c9ac25e437ff966267c19<::>3	cfcf6d2153179745-2-2181	1
c60bfdff302c9ac25e437ff966267c19<::>3	cfcf6d2153179745-3220-5135	1
49ba68f52c55f78d6d03aa501608f90e<::>6	fcb3c264ed7dcd55-4664-6611	1
800d213a8a6f0d66fc64bd4fcacdbd59<::>5	5c71e6545742ee6d-13584-15653	1
800d213a8a6f0d66fc64bd4fcacdbd59<::>5	5c71e6545742ee6d-15163-17271	1
84a0729babe7e8926b25e9328eeb918a<::>2	fe39c2f2a67f403c-17928-20125	1
029f065ec99d358bbe432abc8d99c909<::>2	e9692600f6ea11bc-10256-12226	1
029f065ec99d358bbe432abc8d99c909<::>2	45cbe52725a3cd97-6071-8055	1
262c9832ed32873e3b19a8da21894469<::>5	bec98c4bf09c3e30-7894-10115	1
262c9832ed32873e3b19a8da21894469<::>5	bec98c4bf09c3e30-4488-6620	1
262c9832ed32873e3b19a8da21894469<::>5	bec98c4bf09c3e30-6171-8420	1
b5d485fda20cd74f098605b0cf70f9e2<::>5	351d62c973f5a12e-2-2050	1
b5d485fda20cd74f098605b0cf70f9e2<::>5	bfd4514593f8c09e-2604-4741	1
b5d485fda20cd74f098605b0cf70f9e2<::>5	bfd4514593f8c09e-18208-20398	1
4869831d203304b63e12f5fe72ea46a9<::>5	e1fb7e359e42d556-1562-3661	1
4869831d203304b63e12f5fe72ea46a9<::>5	e1fb7e359e42d556-2869-5266	1
4869831d203304b63e12f5fe72ea46a9<::>5	e1fb7e359e42d556-13332-15599	1
420f8d33764e3d116e34dc90fc185e7a<::>3	f588e9de5e46412d-2413-4408	1
420f8d33764e3d116e34dc90fc185e7a<::>3	f588e9de5e46412d-5594-7730	1
f836d84157c364046c26d1661e2f6fc7<::>2	ca6633f033437c96-8734-10921	1
f836d84157c364046c26d1661e2f6fc7<::>2	ca6633f033437c96-5777-7574	1
dfd433a7da52498ef8eb600df0c6ca37<::>3	151934c3feb09422-2-2408	1
10eea7fb4dd3aa6b6f0bf25bec28e90e<::>2	cca70c2001ffd819-9344-11566	1
10eea7fb4dd3aa6b6f0bf25bec28e90e<::>2	cca70c2001ffd819-11065-13058	1
10eea7fb4dd3aa6b6f0bf25bec28e90e<::>2	ab062fbcf24cdc86-1434-2818	1
10eea7fb4dd3aa6b6f0bf25bec28e90e<::>2	ab062fbcf24cdc86-2-1814	1
cc01a7e45ac8ee65ec603049ec47e765<::>6	753e92eb9ecea118-1609-3598	1
cc01a7e45ac8ee65ec603049ec47e765<::>6	e24601ea68d43eae-1565-3874	1
cc01a7e45ac8ee65ec603049ec47e765<::>6	e24601ea68d43eae-2-2056	1
63f054d20e9ea7b7515f4eec6fb69ebd<::>8	d4c8e4c3b6d6a0cf-2-1919	1
63f054d20e9ea7b7515f4eec6fb69ebd<::>8	2f87b14ee2962dfa-12764-15067	1
63f054d20e9ea7b7515f4eec6fb69ebd<::>8	5306392549c81595-4702-7068	1
63f054d20e9ea7b7515f4eec6fb69ebd<::>8	d4c8e4c3b6d6a0cf-2902-4734	1
86d0bc10ece261390ef83768b72f7884<::>6	285fe3dbf58502a3-2894-4972	1
86d0bc10ece261390ef83768b72f7884<::>6	62964e3a38783558-23004-25068	1
ac83e86d3ade1c533e35e25ba72a457c<::>3	031693dc1490c39e-4593-6990	1
ac83e86d3ade1c533e35e25ba72a457c<::>3	78706e886bee00fb-4510-6961	1
ecead9d266d97867ba31ba99a37babf0<::>2	0a2a0967d3e338ac-1380-3309	1
ecead9d266d97867ba31ba99a37babf0<::>2	0a2a0967d3e338ac-2864-4860	1
ecead9d266d97867ba31ba99a37babf0<::>2	1daea2f89fe6546c-1464-3583	1
dab65ecb61804ad2a566e7eca415366b<::>2	fcb3c264ed7dcd55-2975-5128	1
dab65ecb61804ad2a566e7eca415366b<::>2	7335b55b3becab5a-3149-5196	1
c3b1c7fe0c84e3880d02639c2388a515<::>7	24e841a5e7b9e973-15996-18186	1
c3b1c7fe0c84e3880d02639c2388a515<::>7	c99210e61d028bef-1609-3701	1
0cd8fd517870295039c6c3d9b6f746f0<::>8	03d8acc00c94fc94-8111-10126	1
0cd8fd517870295039c6c3d9b6f746f0<::>8	249e7a5c3c26aa7e-11023-13015	1
0cd8fd517870295039c6c3d9b6f746f0<::>8	f80178e97ac8fd0e-1445-3522	1
473a6bad3e82cfeab3b356de92a04e75<::>8	5c56a89df457a9fe-1478-3521	1
5cef153748f1999ca71855ac3e8fd5b3<::>4	547964666a35884d-2997-5082	1
e37df97e4f68a4bec89279b09ffe447e<::>6	a1ec484af3257608-3053-4558	1
869df921731a222a754f79a418517a80<::>3	e1d5c0ee0f98f467-1423-3571	1
869df921731a222a754f79a418517a80<::>3	e1d5c0ee0f98f467-2976-5214	1
09ec5f7014a7ec11b637d20f952e90b3<::>7	14ffd4c5bc50b462-1484-3685	1
09ec5f7014a7ec11b637d20f952e90b3<::>7	9c5c4370a07f2806-13980-15835	1
e185844bfbba8d0bdf82bed00f589bda<::>6	26eb90e6db210f47-9101-11015	1
e185844bfbba8d0bdf82bed00f589bda<::>6	4acbb81f4f18c9a2-129867-131757	1
94d8758f3162260614fe11074345d563<::>2	7793a5424544e0d5-2289-4628	1
94d8758f3162260614fe11074345d563<::>2	ba2bbad052fec80a-2936-5011	1
94d8758f3162260614fe11074345d563<::>2	ba2bbad052fec80a-1439-3498	1
94d8758f3162260614fe11074345d563<::>2	63949698f38fca88-2435-4706	1
0bb0883dcac49ad407f902d6f3720e01<::>4	bb654e774643720f-1527-3579	1
0bb0883dcac49ad407f902d6f3720e01<::>4	930c9f2909c1cfe3-11093-13038	1
12f390971f49e6721c70ac5c85301a87<::>7	8400db6cb789650c-1497-3397	1
9861efd1cc270b60ea57471b5a865625<::>1	6d39b9fc73fe31cf-1404-2951	1
9861efd1cc270b60ea57471b5a865625<::>1	4ca4afa5424b89ac-2-2130	1
bddd7437dee2ce9880808ddf1722840d<::>3	c56bb0d4eeb3bf65-3215-5344	1
3de4d6c45648e2df7315afad904ddfc8<::>7	87cf678cb661eacf-4883-5778	1
18f5f06defa661150aa01462ddca7de8<::>8	fe8c82cdf4a51f27-13646-15675	1
18f5f06defa661150aa01462ddca7de8<::>8	fe8c82cdf4a51f27-12212-14051	1
18f5f06defa661150aa01462ddca7de8<::>8	fe8c82cdf4a51f27-15171-16344	1
